temperature,humidity,ac_on,lights_on,tv_on,power_watts,recorded_at
30.13,55.26,1,1,0,1173.81,2026-02-06 19:00:00
29.05,59.79,1,1,1,1199.34,2026-02-06 20:00:00
32.54,62.24,1,1,0,1309.37,2026-02-06 21:00:00
28.75,53.52,1,0,0,1341.69,2026-02-06 22:00:00
25.92,63.39,0,0,1,128.83,2026-02-06 23:00:00
28.77,56.21,0,1,0,29.16,2026-02-07 00:00:00
30.33,59.88,1,1,1,1394.4,2026-02-07 01:00:00
29.46,64.37,1,1,0,1184.59,2026-02-07 02:00:00
28.52,60.05,1,0,1,1389.67,2026-02-07 03:00:00
30.2,56.51,0,1,0,46.12,2026-02-07 04:00:00
30.51,59.12,1,1,0,1109.26,2026-02-07 05:00:00
31.15,59.29,0,0,0,15.68,2026-02-07 06:00:00
28.95,57.04,1,1,1,1357.24,2026-02-07 07:00:00
26.5,57.93,1,1,0,1166.54,2026-02-07 08:00:00
27.44,72.79,1,1,0,1305.15,2026-02-07 09:00:00
30.62,64.49,1,0,0,1326.72,2026-02-07 10:00:00
24.55,57.64,1,1,1,1378.69,2026-02-07 11:00:00
28.11,65.58,1,1,0,1387.67,2026-02-07 12:00:00
25.82,57.33,0,1,0,35.49,2026-02-07 13:00:00
27.09,69.38,1,1,0,1108.99,2026-02-07 14:00:00
30.84,62.96,1,1,0,1364.62,2026-02-07 15:00:00
27.57,59.14,1,1,0,1171.21,2026-02-07 16:00:00
27.14,63.58,0,1,0,21.84,2026-02-07 17:00:00
22.92,47.43,1,1,1,1444.13,2026-02-07 18:00:00
29.24,50.99,0,0,0,31.05,2026-02-07 19:00:00
28.94,50.45,1,1,0,1087.42,2026-02-07 20:00:00
33.49,61.14,1,0,0,1139.13,2026-02-07 21:00:00
26.08,73.86,1,1,1,1468.14,2026-02-07 22:00:00
27.66,77.85,1,1,1,1315.3,2026-02-07 23:00:00
27.75,65.1,0,1,1,127.64,2026-02-08 00:00:00
31.73,64.01,0,1,0,31.62,2026-02-08 01:00:00
26.71,45.59,1,1,0,1300.0,2026-02-08 02:00:00
27.84,55.66,1,0,0,1253.04,2026-02-08 03:00:00
28.82,53.7,0,1,0,38.83,2026-02-08 04:00:00
27.56,55.03,1,1,0,1195.45,2026-02-08 05:00:00
25.66,58.65,1,0,1,1395.33,2026-02-08 06:00:00
27.58,56.22,1,0,1,1381.14,2026-02-08 07:00:00
30.22,44.17,1,1,1,1313.38,2026-02-08 08:00:00
23.92,65.98,0,1,0,37.95,2026-02-08 09:00:00
27.4,51.42,0,1,1,138.58,2026-02-08 10:00:00
24.9,61.91,1,1,0,1158.11,2026-02-08 11:00:00
30.59,76.59,1,0,0,1140.9,2026-02-08 12:00:00
22.43,52.64,1,1,1,1218.27,2026-02-08 13:00:00
25.32,39.76,1,1,0,1199.88,2026-02-08 14:00:00
28.13,57.71,1,1,0,1371.29,2026-02-08 15:00:00
31.7,68.81,1,1,0,1150.22,2026-02-08 16:00:00
26.8,75.67,1,1,1,1318.61,2026-02-08 17:00:00
25.33,50.16,1,1,1,1256.08,2026-02-08 18:00:00
32.64,63.97,1,1,0,1211.25,2026-02-08 19:00:00
22.66,56.28,0,0,1,105.14,2026-02-08 20:00:00
20.4,59.15,1,1,0,1213.09,2026-02-08 21:00:00
28.32,81.15,0,1,0,29.79,2026-02-08 22:00:00
25.49,47.98,1,1,1,1356.21,2026-02-08 23:00:00
23.94,62.03,1,0,1,1341.81,2026-02-09 00:00:00
29.13,63.74,1,1,1,1203.76,2026-02-09 01:00:00
27.73,68.69,0,0,0,29.04,2026-02-09 02:00:00
25.31,60.78,0,1,1,146.49,2026-02-09 03:00:00
23.16,62.46,0,1,1,138.47,2026-02-09 04:00:00
29.62,56.87,1,1,1,1347.18,2026-02-09 05:00:00
28.95,62.15,0,0,0,19.2,2026-02-09 06:00:00
26.7,57.25,1,1,1,1359.92,2026-02-09 07:00:00
32.54,64.97,1,1,0,1282.63,2026-02-09 08:00:00
23.79,57.04,1,1,0,1056.91,2026-02-09 09:00:00
22.42,63.02,1,1,0,1179.68,2026-02-09 10:00:00
24.92,59.77,0,1,0,35.0,2026-02-09 11:00:00
26.86,69.01,1,1,0,1257.48,2026-02-09 12:00:00
27.73,59.59,1,0,1,1463.83,2026-02-09 13:00:00
26.28,45.82,0,0,0,25.16,2026-02-09 14:00:00
28.06,70.1,1,1,1,1288.83,2026-02-09 15:00:00
23.25,52.75,0,1,0,28.53,2026-02-09 16:00:00
31.33,54.77,1,1,0,1144.19,2026-02-09 17:00:00
26.75,55.23,1,0,0,1186.03,2026-02-09 18:00:00
30.35,71.0,0,0,0,19.14,2026-02-09 19:00:00
28.03,42.91,1,1,0,1125.2,2026-02-09 20:00:00
28.37,85.1,1,0,0,1262.7,2026-02-09 21:00:00
28.71,68.45,1,1,0,1074.44,2026-02-09 22:00:00
28.34,61.79,1,0,0,1157.22,2026-02-09 23:00:00
28.93,59.56,1,1,0,1189.16,2026-02-10 00:00:00
30.99,62.28,0,1,0,33.81,2026-02-10 01:00:00
27.59,64.17,0,0,0,18.12,2026-02-10 02:00:00
29.13,65.16,0,1,1,116.81,2026-02-10 03:00:00
26.73,64.44,1,0,1,1109.52,2026-02-10 04:00:00
31.32,60.72,1,1,1,1361.67,2026-02-10 05:00:00
24.97,58.42,1,1,0,1291.4,2026-02-10 06:00:00
32.4,58.79,1,1,1,1366.58,2026-02-10 07:00:00
26.88,58.44,0,1,1,123.89,2026-02-10 08:00:00
22.71,69.07,0,1,1,155.0,2026-02-10 09:00:00
27.38,64.75,0,0,0,30.97,2026-02-10 10:00:00
24.96,36.48,0,0,1,137.74,2026-02-10 11:00:00
29.52,65.25,0,1,1,140.6,2026-02-10 12:00:00
25.04,61.56,1,1,0,1133.96,2026-02-10 13:00:00
25.66,59.85,0,1,1,107.34,2026-02-10 14:00:00
21.33,56.89,0,1,0,26.04,2026-02-10 15:00:00
25.64,68.99,0,1,0,37.07,2026-02-10 16:00:00
19.73,67.58,0,1,0,35.53,2026-02-10 17:00:00
22.25,53.82,1,1,1,1346.44,2026-02-10 18:00:00
29.28,63.26,1,1,0,1138.43,2026-02-10 19:00:00
29.36,52.23,1,1,0,1220.14,2026-02-10 20:00:00
28.28,48.96,1,0,0,1072.01,2026-02-10 21:00:00
24.1,54.99,0,0,0,22.84,2026-02-10 22:00:00
26.86,66.9,1,0,0,1191.55,2026-02-10 23:00:00
26.99,67.63,0,0,1,108.84,2026-02-11 00:00:00
23.52,64.1,0,1,1,124.74,2026-02-11 01:00:00
31.51,65.8,0,1,0,29.55,2026-02-11 02:00:00
29.63,64.13,0,1,0,27.05,2026-02-11 03:00:00
26.34,54.87,0,1,0,35.49,2026-02-11 04:00:00
27.08,63.46,0,1,1,93.71,2026-02-11 05:00:00
27.63,66.4,1,0,0,1262.24,2026-02-11 06:00:00
20.87,66.03,0,0,0,18.97,2026-02-11 07:00:00
26.26,69.51,0,0,0,13.18,2026-02-11 08:00:00
24.95,65.67,1,1,1,1111.68,2026-02-11 09:00:00
24.0,62.81,0,0,1,132.63,2026-02-11 10:00:00
26.16,68.56,0,0,1,127.11,2026-02-11 11:00:00
32.39,59.79,1,1,1,1291.96,2026-02-11 12:00:00
28.92,52.95,0,1,0,30.65,2026-02-11 13:00:00
25.29,58.7,0,0,0,20.46,2026-02-11 14:00:00
28.72,54.04,1,1,0,1406.41,2026-02-11 15:00:00
